fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1326,6.50,0.220,0.72,6.80,0.042,33.0,168.0,0.995800,3.12,0.36,9.200000,6
1327,6.80,0.260,0.33,1.50,0.047,44.0,167.0,0.992800,3.12,0.44,10.500000,6
1328,5.20,0.370,0.33,1.20,0.028,13.0,81.0,0.990200,3.37,0.38,11.700000,6
1329,8.40,0.190,0.43,2.10,0.052,20.0,104.0,0.994000,2.85,0.46,9.500000,5
1330,8.30,0.210,0.41,2.20,0.050,24.0,108.0,0.994000,2.85,0.45,9.500000,5
1331,6.80,0.150,0.32,8.80,0.058,24.0,110.0,0.997200,3.40,0.40,8.800000,6
1332,7.90,0.160,0.64,17.00,0.050,69.0,210.0,1.000400,3.15,0.51,9.300000,7
1333,7.80,0.210,0.39,1.80,0.034,62.0,180.0,0.991000,3.09,0.75,12.600000,8
1334,9.00,0.240,0.50,1.20,0.048,26.0,107.0,0.991800,3.21,0.34,12.400000,6
1335,5.70,0.210,0.24,2.30,0.047,60.0,189.0,0.995000,3.65,0.72,10.100000,6
1336,7.80,0.290,0.36,7.00,0.042,38.0,161.0,0.994100,3.26,0.37,11.200000,8
1337,6.70,0.180,0.30,6.40,0.048,40.0,251.0,0.995600,3.29,0.52,10.000000,5
1338,6.70,0.180,0.30,6.40,0.048,40.0,251.0,0.995600,3.29,0.52,10.000000,5
1339,8.40,0.580,0.27,12.15,0.033,37.0,116.0,0.995900,2.99,0.39,10.800000,6
1340,7.20,0.160,0.32,0.80,0.040,50.0,121.0,0.992200,3.27,0.33,10.000000,6
1341,7.60,0.540,0.23,2.00,0.029,13.0,151.0,0.993100,3.04,0.33,10.400000,5
1342,8.40,0.580,0.27,12.15,0.033,37.0,116.0,0.995900,2.99,0.39,10.800000,6
1343,6.60,0.250,0.31,12.40,0.059,52.0,181.0,0.998400,3.51,0.47,9.800000,6
1344,7.30,0.230,0.37,1.90,0.041,51.0,165.0,0.990800,3.26,0.40,12.200000,8
1345,7.30,0.390,0.37,1.10,0.043,36.0,113.0,0.991000,3.39,0.48,12.700000,8
1346,7.00,0.460,0.39,6.20,0.039,46.0,163.0,0.992800,3.21,0.35,12.200000,7
1347,8.20,0.350,0.40,6.30,0.039,35.0,162.0,0.993600,3.15,0.34,11.900000,7
1348,7.80,0.290,0.36,7.00,0.042,38.0,161.0,0.994100,3.26,0.37,11.200000,8
1349,9.20,0.350,0.39,0.90,0.042,15.0,61.0,0.992400,2.96,0.28,10.400000,4
1350,8.00,0.570,0.39,3.90,0.034,22.0,122.0,0.991700,3.29,0.67,12.800000,7
1351,6.50,0.370,0.33,3.90,0.027,40.0,130.0,0.990600,3.28,0.39,12.700000,7
1352,5.70,0.210,0.24,2.30,0.047,60.0,189.0,0.995000,3.65,0.72,10.100000,6
1353,6.70,0.180,0.30,6.40,0.048,40.0,251.0,0.995600,3.29,0.52,10.000000,5
1354,7.80,0.130,0.30,1.80,0.040,43.0,179.0,0.995500,3.43,0.41,9.000000,5
1355,7.60,0.190,0.41,1.10,0.040,38.0,143.0,0.990700,2.92,0.42,11.400000,5
1356,7.30,0.220,0.41,15.40,0.050,55.0,191.0,1.000000,3.32,0.59,8.900000,6
1357,6.30,0.290,0.40,6.50,0.039,43.0,167.0,0.995300,3.15,0.44,9.300000,6
1358,6.80,0.350,0.32,2.40,0.048,35.0,103.0,0.991100,3.28,0.46,12.000000,8
1359,6.50,0.190,0.32,1.40,0.040,31.0,132.0,0.992200,3.36,0.54,10.800000,7
1360,6.20,0.120,0.26,5.70,0.044,56.0,158.0,0.995100,3.52,0.37,10.500000,6
1361,6.00,0.130,0.28,5.70,0.038,56.0,189.5,0.994800,3.59,0.43,10.600000,7
1362,6.40,0.250,0.33,1.40,0.040,42.0,115.0,0.990600,3.19,0.48,11.300000,7
1363,6.90,0.320,0.16,1.40,0.051,15.0,96.0,0.994000,3.22,0.38,9.500000,4
1364,7.60,0.190,0.41,1.10,0.040,38.0,143.0,0.990700,2.92,0.42,11.400000,5
1365,6.70,0.130,0.28,1.20,0.046,35.0,140.0,0.992700,3.33,0.33,10.100000,7
1366,7.00,0.140,0.41,0.90,0.037,22.0,95.0,0.991400,3.25,0.43,10.900000,6
1367,7.60,0.270,0.24,3.80,0.058,19.0,115.0,0.995800,3.15,0.45,8.900000,5
1368,7.30,0.220,0.41,15.40,0.050,55.0,191.0,1.000000,3.32,0.59,8.900000,6
1369,7.40,0.640,0.47,14.15,0.168,42.0,185.0,0.998400,2.90,0.49,9.300000,5
1370,7.60,0.280,0.39,1.90,0.052,23.0,116.0,0.994100,3.25,0.40,10.400000,6
1371,8.30,0.260,0.41,9.20,0.042,41.0,162.0,0.994400,3.10,0.38,12.000000,7
1372,10.70,0.220,0.56,8.20,0.044,37.0,181.0,0.998000,2.87,0.68,9.500000,6
1373,10.70,0.220,0.56,8.20,0.044,37.0,181.0,0.998000,2.87,0.68,9.500000,6
1374,6.90,0.230,0.34,2.70,0.032,24.0,121.0,0.990200,3.14,0.38,12.400000,7
1375,6.20,0.300,0.32,1.70,0.032,30.0,130.0,0.991100,3.28,0.41,11.200000,7
1376,6.90,0.270,0.41,1.70,0.047,6.0,134.0,0.992900,3.15,0.69,11.400000,6
1377,6.90,0.280,0.41,1.70,0.050,10.0,136.0,0.993000,3.16,0.71,11.400000,6
1378,6.90,0.280,0.30,1.60,0.047,46.0,132.0,0.991800,3.35,0.38,11.100000,7
1379,6.90,0.460,0.20,0.90,0.054,5.0,126.0,0.992000,3.10,0.42,10.400000,6
1380,6.90,0.380,0.32,8.50,0.044,36.0,152.0,0.993200,3.38,0.35,12.000000,7
1381,5.70,0.430,0.30,5.70,0.039,24.0,98.0,0.992000,3.54,0.61,12.300000,7
1382,6.60,0.560,0.16,3.10,0.045,28.0,92.0,0.994000,3.12,0.35,9.100000,6
1383,7.10,0.360,0.56,1.30,0.046,25.0,102.0,0.992300,3.24,0.33,10.500000,6
1384,6.80,0.230,0.40,1.60,0.047,5.0,133.0,0.993000,3.23,0.70,11.400000,6
1385,6.20,0.330,0.29,1.30,0.042,26.0,138.0,0.995600,3.77,0.64,9.500000,5
1386,5.60,0.490,0.13,4.50,0.039,17.0,116.0,0.990700,3.42,0.90,13.700000,7
1387,6.60,0.420,0.33,2.80,0.034,15.0,85.0,0.990000,3.28,0.51,13.400000,6
1388,7.30,0.180,0.29,1.20,0.044,12.0,143.0,0.991800,3.20,0.48,11.300000,7
1389,8.10,0.190,0.40,0.90,0.037,73.0,180.0,0.992600,3.06,0.34,10.000000,6
1390,5.90,0.190,0.26,7.40,0.034,33.0,123.0,0.995000,3.49,0.42,10.100000,6
1391,6.20,0.160,0.47,1.40,0.029,23.0,81.0,0.990000,3.26,0.42,12.200000,6
1392,6.60,0.420,0.33,2.80,0.034,15.0,85.0,0.990000,3.28,0.51,13.400000,6
1393,5.70,0.135,0.30,4.60,0.042,19.0,101.0,0.994600,3.31,0.42,9.300000,6
1394,5.60,0.490,0.13,4.50,0.039,17.0,116.0,0.990700,3.42,0.90,13.700000,7
1395,6.90,0.190,0.33,1.60,0.039,27.0,98.0,0.989800,3.09,0.46,12.300000,7
1396,7.30,0.180,0.29,1.20,0.044,12.0,143.0,0.991800,3.20,0.48,11.300000,7
1397,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.998600,3.04,0.46,8.900000,7
1398,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.998600,3.04,0.46,8.900000,7
1399,7.00,0.200,0.34,5.70,0.035,32.0,83.0,0.992800,3.19,0.46,11.500000,6
1400,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.998600,3.04,0.46,8.900000,7
1401,6.30,0.670,0.48,12.60,0.052,57.0,222.0,0.997900,3.17,0.52,9.300000,6
1402,7.40,0.400,0.29,5.40,0.044,31.0,122.0,0.994000,3.30,0.50,11.100000,8
1403,7.10,0.260,0.31,2.20,0.044,29.0,128.0,0.993700,3.34,0.64,10.900000,8
1404,9.00,0.310,0.48,6.60,0.043,11.0,73.0,0.993800,2.90,0.38,11.600000,5
1405,6.30,0.390,0.24,6.90,0.069,9.0,117.0,0.994200,3.15,0.35,10.200000,4
1406,8.20,0.220,0.36,6.80,0.034,12.0,90.0,0.994400,3.01,0.38,10.500000,8
1407,7.10,0.190,0.28,3.60,0.033,16.0,78.0,0.993000,2.91,0.78,11.400000,6
1408,7.30,0.250,0.36,13.10,0.050,35.0,200.0,0.998600,3.04,0.46,8.900000,7
1409,7.90,0.200,0.34,1.20,0.040,29.0,118.0,0.993200,3.14,0.41,10.600000,6
1410,7.10,0.260,0.32,5.90,0.037,39.0,97.0,0.993400,3.31,0.40,11.600000,6
1411,7.00,0.200,0.34,5.70,0.035,32.0,83.0,0.992800,3.19,0.46,11.500000,6
1412,6.90,0.300,0.33,4.10,0.035,26.0,155.0,0.992500,3.25,0.79,12.300000,8
1413,8.10,0.290,0.49,7.10,0.042,22.0,124.0,0.994400,3.14,0.41,10.800000,6
1414,5.80,0.170,0.30,1.40,0.037,55.0,130.0,0.990900,3.29,0.38,11.300000,6
1415,5.90,0.415,0.02,0.80,0.038,22.0,63.0,0.993200,3.36,0.36,9.300000,5
1416,6.60,0.230,0.26,1.30,0.045,16.0,128.0,0.993400,3.36,0.60,10.000000,6
1417,8.60,0.550,0.35,15.55,0.057,35.5,366.5,1.000100,3.04,0.63,11.000000,3
1418,6.90,0.350,0.74,1.00,0.044,18.0,132.0,0.992000,3.13,0.55,10.200000,5
1419,7.60,0.140,0.74,1.60,0.040,27.0,103.0,0.991600,3.07,0.40,10.800000,7
1420,9.20,0.280,0.49,11.80,0.042,29.0,137.0,0.998000,3.10,0.34,10.100000,4
1421,6.20,0.180,0.49,4.50,0.047,17.0,90.0,0.991900,3.27,0.37,11.600000,6
1422,5.30,0.165,0.24,1.10,0.051,25.0,105.0,0.992500,3.32,0.47,9.100000,5
1423,9.80,0.250,0.74,10.00,0.056,36.0,225.0,0.997700,3.06,0.43,10.000000,4
1424,8.10,0.290,0.49,7.10,0.042,22.0,124.0,0.994400,3.14,0.41,10.800000,6
1425,6.80,0.220,0.49,0.90,0.052,26.0,128.0,0.991000,3.25,0.35,11.400000,6
1426,7.20,0.220,0.49,1.00,0.045,34.0,140.0,0.990000,3.05,0.34,12.700000,6
1427,7.40,0.250,0.49,1.10,0.042,35.0,156.0,0.991700,3.13,0.55,11.300000,5
1428,8.20,0.180,0.49,1.10,0.033,28.0,81.0,0.992300,3.00,0.68,10.400000,7
1429,6.10,0.220,0.49,1.50,0.051,18.0,87.0,0.992800,3.30,0.46,9.600000,5
1430,7.00,0.390,0.24,1.00,0.048,8.0,119.0,0.992300,3.00,0.31,10.100000,4
1431,6.10,0.220,0.49,1.50,0.051,18.0,87.0,0.992800,3.30,0.46,9.600000,5
1432,6.50,0.360,0.49,2.90,0.030,16.0,94.0,0.990200,3.10,0.49,12.100000,7
1433,7.10,0.290,0.49,1.20,0.031,32.0,99.0,0.989300,3.07,0.33,12.200000,6
1434,7.40,0.250,0.49,1.10,0.042,35.0,156.0,0.991700,3.13,0.55,11.300000,5
1435,6.90,0.230,0.24,14.20,0.053,19.0,94.0,0.998200,3.17,0.50,9.600000,5
1436,8.50,0.560,0.74,17.85,0.051,51.0,243.0,1.000500,2.99,0.70,9.200000,5
1437,8.20,0.180,0.49,1.10,0.033,28.0,81.0,0.992300,3.00,0.68,10.400000,7
1438,6.30,0.230,0.49,7.10,0.050,67.0,210.0,0.995100,3.23,0.34,9.500000,5
1439,6.10,0.250,0.49,7.60,0.052,67.0,226.0,0.995600,3.16,0.47,8.900000,5
1440,7.20,0.260,0.74,13.60,0.050,56.0,162.0,0.998000,3.03,0.44,8.800000,5
1441,7.20,0.310,0.24,1.40,0.057,17.0,117.0,0.992800,3.16,0.35,10.500000,5
1442,8.00,0.250,0.49,1.20,0.061,27.0,117.0,0.993800,3.08,0.34,9.400000,5
1443,7.00,0.180,0.49,5.30,0.040,34.0,125.0,0.991400,3.24,0.40,12.200000,6
1444,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.995500,3.14,0.35,11.300000,6
1445,8.30,0.200,0.74,4.45,0.044,33.0,130.0,0.992400,3.25,0.42,12.200000,6
1446,6.30,0.270,0.49,1.20,0.063,35.0,92.0,0.991100,3.38,0.42,12.200000,6
1447,7.40,0.160,0.49,1.20,0.055,18.0,150.0,0.991700,3.23,0.47,11.200000,6
1448,7.40,0.160,0.49,1.20,0.055,18.0,150.0,0.991700,3.23,0.47,11.200000,6
1449,6.90,0.190,0.49,6.60,0.036,49.0,172.0,0.993200,3.20,0.27,11.500000,6
1450,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.995500,3.14,0.35,11.300000,6
1451,7.20,0.400,0.49,1.10,0.048,11.0,138.0,0.992900,3.01,0.42,9.300000,5
1452,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.995500,3.14,0.35,11.300000,6
1453,7.60,0.520,0.49,14.00,0.034,37.0,156.0,0.995800,3.14,0.38,11.800000,7
1454,8.30,0.210,0.49,19.80,0.054,50.0,231.0,1.001200,2.99,0.54,9.200000,5
1455,6.90,0.340,0.74,11.20,0.069,44.0,150.0,0.996800,3.00,0.81,9.200000,5
1456,6.30,0.270,0.49,1.20,0.063,35.0,92.0,0.991100,3.38,0.42,12.200000,6
1457,8.30,0.200,0.74,4.45,0.044,33.0,130.0,0.992400,3.25,0.42,12.200000,6
1458,7.10,0.220,0.74,2.70,0.044,42.0,144.0,0.991000,3.31,0.41,12.200000,6
1459,7.90,0.110,0.49,4.50,0.048,27.0,133.0,0.994600,3.24,0.42,10.600000,6
1460,8.50,0.170,0.74,3.60,0.050,29.0,128.0,0.992800,3.28,0.40,12.400000,6
1461,6.40,0.145,0.49,5.40,0.048,54.0,164.0,0.994600,3.56,0.44,10.800000,6
1462,7.40,0.160,0.49,1.20,0.055,18.0,150.0,0.991700,3.23,0.47,11.200000,6
1463,8.30,0.190,0.49,1.20,0.051,11.0,137.0,0.991800,3.06,0.46,11.000000,6
1464,8.00,0.440,0.49,9.10,0.031,46.0,151.0,0.992600,3.16,0.27,12.700000,8
1465,7.00,0.200,0.74,0.80,0.044,19.0,163.0,0.993100,3.46,0.53,10.200000,5
1466,6.90,0.190,0.49,6.60,0.036,49.0,172.0,0.993200,3.20,0.27,11.500000,6
1467,7.10,0.250,0.49,3.00,0.030,30.0,96.0,0.990300,3.13,0.39,12.300000,7
1468,6.50,0.240,0.24,1.60,0.046,15.0,60.0,0.992800,3.19,0.39,9.800000,5
1469,7.20,0.400,0.49,1.10,0.048,11.0,138.0,0.992900,3.01,0.42,9.300000,5
1470,7.60,0.520,0.49,14.00,0.034,37.0,156.0,0.995800,3.14,0.38,11.800000,7
1471,7.80,0.430,0.49,13.00,0.033,37.0,158.0,0.995500,3.14,0.35,11.300000,6
1472,7.80,0.210,0.49,1.35,0.052,6.0,48.0,0.991100,3.15,0.28,11.400000,5
1473,7.00,0.200,0.49,5.90,0.038,39.0,128.0,0.993800,3.21,0.48,10.800000,6
1474,6.90,0.250,0.24,3.60,0.057,13.0,85.0,0.994200,2.99,0.48,9.500000,4
1475,7.20,0.080,0.49,1.30,0.050,18.0,148.0,0.994500,3.46,0.44,10.200000,6
1476,7.10,0.850,0.49,8.70,0.028,40.0,184.0,0.996200,3.22,0.36,10.700000,5
1477,7.60,0.510,0.24,1.20,0.040,10.0,104.0,0.992000,3.05,0.29,10.800000,6
1478,7.90,0.220,0.24,4.60,0.044,39.0,159.0,0.992700,2.99,0.28,11.500000,6
1479,7.70,0.160,0.49,2.00,0.056,20.0,124.0,0.994800,3.32,0.49,10.700000,6
1480,7.20,0.080,0.49,1.30,0.050,18.0,148.0,0.994500,3.46,0.44,10.200000,6
1481,6.60,0.250,0.24,1.70,0.048,26.0,124.0,0.994200,3.37,0.60,10.100000,6
1482,6.70,0.160,0.49,2.40,0.046,57.0,187.0,0.995200,3.62,0.81,10.400000,6
1483,6.90,0.250,0.24,3.60,0.057,13.0,85.0,0.994200,2.99,0.48,9.500000,4
1484,7.50,0.320,0.24,4.60,0.053,8.0,134.0,0.995800,3.14,0.50,9.100000,3
1485,7.40,0.280,0.49,1.50,0.034,20.0,126.0,0.991800,2.98,0.39,10.600000,6
1486,6.20,0.150,0.49,0.90,0.033,17.0,51.0,0.993200,3.30,0.70,9.400000,6
1487,6.70,0.250,0.74,19.40,0.054,44.0,169.0,1.000400,3.51,0.45,9.800000,6
1488,6.50,0.260,0.74,13.30,0.044,68.0,224.0,0.997200,3.18,0.54,9.500000,6
1489,7.90,0.160,0.74,17.85,0.037,52.0,187.0,0.999800,2.99,0.41,9.300000,5
1490,5.60,0.185,0.49,1.10,0.030,28.0,117.0,0.991800,3.55,0.45,10.300000,6
1491,7.50,0.200,0.49,1.30,0.031,8.0,97.0,0.991800,3.06,0.62,11.100000,5
1492,8.00,0.300,0.49,9.40,0.046,47.0,188.0,0.996400,3.14,0.48,10.000000,5
1493,8.00,0.340,0.49,9.00,0.033,39.0,180.0,0.993600,3.13,0.38,12.300000,8
1494,7.70,0.350,0.49,8.65,0.033,42.0,186.0,0.993100,3.14,0.38,12.400000,8
1495,7.60,0.290,0.49,9.60,0.030,45.0,197.0,0.993800,3.13,0.38,12.300000,7
1496,6.70,0.620,0.24,1.10,0.039,6.0,62.0,0.993400,3.41,0.32,10.400000,5
1497,6.80,0.270,0.49,1.20,0.044,35.0,126.0,0.990000,3.13,0.48,12.100000,7
1498,7.70,0.270,0.49,1.80,0.041,23.0,86.0,0.991400,3.16,0.42,12.500000,6
1499,6.70,0.510,0.24,2.10,0.043,14.0,155.0,0.990400,3.22,0.60,13.000000,6
1500,7.40,0.190,0.49,9.30,0.030,26.0,132.0,0.994000,2.99,0.32,11.000000,7
1501,8.30,0.200,0.49,1.70,0.040,34.0,169.0,0.993800,3.05,0.37,10.100000,5
1502,6.60,0.300,0.24,1.20,0.034,17.0,121.0,0.993300,3.13,0.36,9.200000,5
1503,6.80,0.360,0.24,4.60,0.039,24.0,124.0,0.990900,3.27,0.34,12.600000,7
1504,7.00,0.170,0.74,12.80,0.045,24.0,126.0,0.994200,3.26,0.38,12.200000,8
1505,9.20,0.180,0.49,1.50,0.041,39.0,130.0,0.994500,3.04,0.49,9.800000,7
1506,8.10,0.200,0.49,8.10,0.051,51.0,205.0,0.995400,3.10,0.52,11.000000,6
1507,7.80,0.260,0.74,7.50,0.044,59.0,160.0,0.996000,3.22,0.64,10.000000,6
1508,6.80,0.210,0.49,14.50,0.060,50.0,170.0,0.999100,3.55,0.44,9.800000,6
1509,7.90,0.200,0.49,1.60,0.053,15.0,144.0,0.993000,3.16,0.47,10.500000,5
1510,8.00,0.180,0.49,1.80,0.061,10.0,145.0,0.994200,3.23,0.48,10.000000,5
1511,8.80,0.230,0.74,3.20,0.042,15.0,126.0,0.993400,3.02,0.51,11.200000,6
1512,7.30,0.220,0.49,9.40,0.034,29.0,134.0,0.993900,2.99,0.32,11.000000,7
1513,7.30,0.220,0.49,9.90,0.031,48.0,161.0,0.993700,3.01,0.28,11.200000,6
1514,7.40,0.190,0.49,9.30,0.030,26.0,132.0,0.994000,2.99,0.32,11.000000,7
1515,7.30,0.155,0.49,1.30,0.039,34.0,136.0,0.992600,3.14,0.77,10.500000,6
1516,8.20,0.220,0.49,9.60,0.037,53.0,154.0,0.995100,3.02,0.33,10.600000,6
1517,8.20,0.240,0.49,9.30,0.038,52.0,163.0,0.995200,3.02,0.33,10.600000,6
1518,8.40,0.230,0.49,7.80,0.035,22.0,95.0,0.993500,3.04,0.34,12.000000,6
1519,8.30,0.200,0.49,1.70,0.040,34.0,169.0,0.993800,3.05,0.37,10.100000,5
1520,8.30,0.200,0.49,1.70,0.038,38.0,167.0,0.993900,3.05,0.37,10.100000,6
1521,6.60,0.300,0.24,1.20,0.034,17.0,121.0,0.993300,3.13,0.36,9.200000,5
1522,6.90,0.210,0.49,1.40,0.041,15.0,164.0,0.992700,3.25,0.63,11.000000,5
1523,8.00,0.250,0.49,9.00,0.044,31.0,185.0,0.998000,3.34,0.49,10.000000,6
1524,6.60,0.210,0.49,18.15,0.042,41.0,158.0,0.999700,3.28,0.39,8.700000,6
1525,7.20,0.270,0.74,12.50,0.037,47.0,156.0,0.998100,3.04,0.44,8.700000,5
1526,14.20,0.270,0.49,1.10,0.037,33.0,156.0,0.992000,3.15,0.54,11.100000,6
1527,7.90,0.280,0.49,7.70,0.045,48.0,195.0,0.995400,3.04,0.55,11.000000,6
1528,7.40,0.270,0.49,1.10,0.037,33.0,156.0,0.992000,3.15,0.54,11.100000,6
1529,6.60,0.210,0.49,18.15,0.042,41.0,158.0,0.999700,3.28,0.39,8.700000,6
1530,7.20,0.270,0.74,12.50,0.037,47.0,156.0,0.998100,3.04,0.44,8.700000,5
1531,8.10,0.300,0.49,8.10,0.037,26.0,174.0,0.994300,3.10,0.30,11.200000,7
1532,7.50,0.230,0.49,7.70,0.049,61.0,209.0,0.994100,3.14,0.30,11.100000,7
1533,7.30,0.260,0.49,5.00,0.028,32.0,107.0,0.993600,3.24,0.54,10.800000,6
1534,7.10,0.180,0.74,15.60,0.044,44.0,176.0,0.999600,3.38,0.67,9.000000,6
1535,8.50,0.150,0.49,1.50,0.031,17.0,122.0,0.993200,3.03,0.40,10.300000,6
1536,8.90,0.130,0.49,1.00,0.028,6.0,24.0,0.992600,2.91,0.32,9.900000,5
1537,8.10,0.280,0.49,1.00,0.040,32.0,148.0,0.993600,3.13,0.41,10.000000,6
1538,6.00,0.170,0.49,1.00,0.034,26.0,106.0,0.992000,3.21,0.42,9.800000,6
1539,7.30,0.260,0.49,5.00,0.028,32.0,107.0,0.993600,3.24,0.54,10.800000,6
1540,7.10,0.180,0.74,15.60,0.044,44.0,176.0,0.999600,3.38,0.67,9.000000,6
1541,7.10,0.530,0.24,0.80,0.029,29.0,86.0,0.993000,3.16,0.32,9.100000,4
1542,7.20,0.160,0.49,1.30,0.037,27.0,104.0,0.992400,3.23,0.57,10.600000,6
1543,7.30,0.140,0.49,1.10,0.038,28.0,99.0,0.992800,3.20,0.72,10.600000,6
1544,8.90,0.130,0.49,1.00,0.028,6.0,24.0,0.992600,2.91,0.32,9.900000,5
1545,7.90,0.120,0.49,5.20,0.049,33.0,152.0,0.995200,3.18,0.47,10.600000,6
1546,6.70,0.290,0.49,4.70,0.034,35.0,156.0,0.994500,3.13,0.45,9.900000,6
1547,6.70,0.300,0.49,4.80,0.034,36.0,158.0,0.994500,3.12,0.45,9.900000,6
1548,7.10,0.360,0.24,1.80,0.025,32.0,102.0,0.990300,3.34,0.59,12.800000,6
1549,8.50,0.150,0.49,1.50,0.031,17.0,122.0,0.993200,3.03,0.40,10.300000,6
1550,7.90,0.180,0.49,5.20,0.051,36.0,157.0,0.995300,3.18,0.48,10.600000,6
1551,6.60,0.190,0.99,1.20,0.122,45.0,129.0,0.993600,3.09,0.31,8.700000,6
1552,7.30,0.210,0.49,1.80,0.038,44.0,152.0,0.991200,3.32,0.44,12.600000,7
1553,6.90,0.300,0.49,7.60,0.057,25.0,156.0,0.996200,3.43,0.63,11.000000,7
1554,7.90,0.420,0.49,8.20,0.056,32.0,164.0,0.996500,3.29,0.60,11.200000,7
1555,6.90,0.240,0.49,1.30,0.032,35.0,148.0,0.993200,3.45,0.57,10.700000,7
1556,7.60,0.230,0.49,10.00,0.036,45.0,182.0,0.996700,3.08,0.58,9.600000,6
1557,7.90,0.180,0.49,5.20,0.051,36.0,157.0,0.995300,3.18,0.48,10.600000,6
1558,6.20,0.430,0.49,6.40,0.045,12.0,115.0,0.996300,3.27,0.57,9.000000,4
1559,8.80,0.350,0.49,1.00,0.036,14.0,56.0,0.992000,2.96,0.33,10.500000,4
1560,7.80,0.300,0.74,1.80,0.033,33.0,156.0,0.991000,3.29,0.52,12.800000,6
1561,9.10,0.280,0.49,2.00,0.059,10.0,112.0,0.995800,3.15,0.46,10.100000,5
1562,7.10,0.340,0.49,1.50,0.027,26.0,126.0,0.990000,3.30,0.33,12.200000,7
1563,7.80,0.300,0.74,1.80,0.033,33.0,156.0,0.991000,3.29,0.52,12.800000,6
1564,9.10,0.280,0.49,2.00,0.059,10.0,112.0,0.995800,3.15,0.46,10.100000,5
1565,8.50,0.190,0.49,3.50,0.044,29.0,117.0,0.993800,3.14,0.51,10.100000,6
1566,7.60,0.180,0.49,18.05,0.046,36.0,158.0,0.999600,3.06,0.41,9.200000,5
1567,7.50,0.190,0.49,1.80,0.055,19.0,110.0,0.994600,3.33,0.44,9.900000,5
1568,7.40,0.300,0.49,8.20,0.055,49.0,188.0,0.997400,3.52,0.58,9.700000,6
1569,6.70,0.300,0.74,5.00,0.038,35.0,157.0,0.994500,3.21,0.46,9.900000,5
1570,6.60,0.300,0.74,4.60,0.041,36.0,159.0,0.994600,3.21,0.45,9.900000,5
1571,7.40,0.300,0.49,8.20,0.055,49.0,188.0,0.997400,3.52,0.58,9.700000,6
1572,6.90,0.220,0.49,7.00,0.063,50.0,168.0,0.995700,3.54,0.50,10.300000,6
1573,7.80,0.260,0.49,3.10,0.045,21.0,116.0,0.993100,3.16,0.35,10.300000,5
1574,8.50,0.170,0.49,8.80,0.048,23.0,108.0,0.994700,2.88,0.34,10.500000,4
1575,6.80,0.170,0.74,2.40,0.053,61.0,182.0,0.995300,3.63,0.76,10.500000,6
1576,6.20,0.270,0.49,1.40,0.050,20.0,74.0,0.993100,3.32,0.44,9.800000,6
1577,7.10,0.640,0.49,1.80,0.050,17.0,128.0,0.994600,3.31,0.58,10.600000,4
1578,6.40,0.180,0.74,11.90,0.046,54.0,168.0,0.997800,3.58,0.68,10.100000,5
1579,7.60,0.310,0.49,13.40,0.062,50.0,191.0,0.998900,3.22,0.53,9.000000,4
1580,9.80,0.310,0.49,15.40,0.046,13.0,119.0,1.000400,3.18,0.45,9.500000,5
1581,9.00,0.300,0.49,7.20,0.039,32.0,84.0,0.993800,2.94,0.32,11.500000,6
1582,8.40,0.240,0.49,7.40,0.039,46.0,108.0,0.993400,3.03,0.33,11.900000,7
1583,6.40,0.180,0.74,11.90,0.046,54.0,168.0,0.997800,3.58,0.68,10.100000,5
1584,6.40,0.250,0.74,7.80,0.045,52.0,209.0,0.995600,3.21,0.42,9.200000,6
1585,7.30,0.300,0.74,13.50,0.039,46.0,165.0,0.998200,3.02,0.40,8.700000,5
1586,9.30,0.310,0.49,1.30,0.042,34.0,147.0,0.994800,3.11,0.46,9.800000,5
1587,6.40,0.250,0.74,7.80,0.045,52.0,209.0,0.995600,3.21,0.42,9.200000,6
1588,7.30,0.300,0.74,13.50,0.039,46.0,165.0,0.998200,3.02,0.40,8.700000,5
1589,7.00,0.270,0.74,1.50,0.036,27.0,122.0,0.992600,3.35,0.48,11.200000,6
1590,7.90,0.140,0.74,1.20,0.028,30.0,165.0,0.991000,3.08,0.82,12.300000,6
1591,6.40,0.120,0.49,6.40,0.042,49.0,161.0,0.994500,3.34,0.44,10.400000,6
1592,6.80,0.210,0.74,1.20,0.047,25.0,111.0,0.991600,3.13,0.41,10.700000,6
1593,8.60,0.160,0.49,7.30,0.043,9.0,63.0,0.995300,3.13,0.59,10.500000,6
1594,7.00,0.290,0.49,3.80,0.047,37.0,136.0,0.993800,2.95,0.40,9.400000,6
1595,6.40,0.270,0.49,7.30,0.046,53.0,206.0,0.995600,3.24,0.43,9.200000,6
1596,6.60,0.550,0.01,2.70,0.034,56.0,122.0,0.990600,3.15,0.30,11.900000,5
1597,6.40,0.270,0.49,7.30,0.046,53.0,206.0,0.995600,3.24,0.43,9.200000,6
1598,6.30,0.240,0.74,1.40,0.172,24.0,108.0,0.993200,3.27,0.39,9.900000,6
